"item_code","deskripsi","qty_on_hand","min_stock","max_stock","is_critical","lokasi_rak"
"P-51253-00","General - Skun Y 0.75mm; No Brand; -; 100pcs/pack","1","0","0","Tidak","-"
"P-54514-00","General - Skun Y, 2.5mm, Hijau; Ewig; -; 100pcs/pack","1","0","0","Tidak","S-3-2"
"P-54515-00","General - Skun Y, 2.5mm, Kuning; Ewig; -; 100pcs/pack","1","0","0","Tidak","S-3-2"
"P-54516-00","General - Skun Y, 2.5mm, Merah; Ewig; -; 100pcs/pack","1","0","0","Tidak","S-3-2"
"O-21720-00","General - Sleeves CSM 001642 M200/90 Y 550 E4 Bt5/5 Thikness 4/10; Piercan; SP010822; 1 Pc","0","24","72","Tidak","-"
"O-16032-00","General - Sleeves M200/90 Y 550 E4 Bt5/5 BJ, Material : CSM; Shape : 200/90; Thickness (mm) : 4/10; Leng; Piercan; 1643; 1 Pc","15","24","48","Tidak","A3"
"P-19484-00","General - Sliding Pintu Lift Barang Uk. 50 x 32 mm; Custom/Lokal; -; 1 Pc","36","0","0","Tidak","N3"
"P-20392-00","General - Sock Drat Luar PVC 3/4 x 1/2 inch; Rucika; -; 1 pc","2","0","0","Tidak","-"
"P-10884-00","General - Socket Drat Dalam PVC 1 1/4inch; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-12803-00","General - Socket Drat Dalam, PVC AW, 1""; No Brand; -; 1 pcs","10","5","10","Tidak","-"
"P-10889-00","General - Socket Drat Dalam, PVC AW, 3/4""; Rucika; -; 1 pcs","0","2","4","Tidak","-"
"P-10883-00","General - Socket Drat Dalam, PVC, 1 1/2""; Rucika; -; 1 pcs","0","2","4","Tidak","-"
"P-10886-00","General - Socket Drat Dalam, PVC, 1""; Rucika; -; 1 pcs","3","2","4","Tidak","-"
"P-10885-00","General - Socket Drat Dalam, PVC, 1/2""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-10887-00","General - Socket Drat Dalam, PVC, 2""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-13259-00","General - Socket Drat Dalam, SS 304, 1""; No Brand; -; 1 pcs","3","1","3","Tidak","-"
"P-10894-00","General - Socket Drat Luar, PVC AW, 3""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-10890-00","General - Socket Drat Luar, PVC, 1 1/2""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-10891-00","General - Socket Drat Luar, PVC, 1 1/4""; Rucika; -; 1 pcs","0","2","4","Tidak","-"
"P-10892-00","General - Socket Drat Luar, PVC, 1""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-13285-00","General - Socket Drat Luar, PVC, 1/2""; Rucika; -; 1 pcs","3","2","4","Tidak","-"
"P-10893-00","General - Socket Drat Luar, PVC, 2""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-19882-00","General - Socket Pipa PVC JIS AW 2inch; Rucika; -; 1 pc","6","0","0","Tidak","-"
"P-54334-00","General - Socket Relay PYFZ-14-E; Omron; -; 1 pc","9","0","0","Tidak","B-4"
"P-52854-00","General - Socket RJ45 Cat 6; Belden; -; 50pcs/pack","0","5","13","Tidak","-"
"P-54517-00","General - Socket Terminal, 3 Pin, Block Lurus, 2EDG 5.08mm; No Brand; -; 1 pc","0","0","0","Tidak","-"
"P-20634-00","General - Socket Tester Pro Voltage HT106D; Habotest; -; 1 pc","1","0","0","Tidak","H-3-4"
"P-12816-00","General - Socket, PVC AW, 1 1/2""; Rucika; -; 1 pcs","10","5","10","Tidak","-"
"P-10895-00","General - Socket, PVC, 1/2""; No Brand; -; 1 pcs","12","2","4","Tidak","-"
"P-10899-00","General - Socket, PVC, 3/4""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
"P-13269-00","General - Socket, PVC, 4""; Rucika; -; 1 pcs","2","1","2","Tidak","-"
"P-20188-00","General - Solenoid 2 Way; EMC; 2V025-08; 1 pc","0","0","0","Tidak","-"
"P-54628-00","General - Solenoid Coil 018F6282 220V; No Brand; -; 1 pc","1","0","0","Tidak","D-2-10"
"P-19731-00","General - Solenoid Valve 1 inch SS 304, UWS-25-E2; EMC; -; 1 pc","3","0","0","Tidak","L-3"
"P-54685-00","General - Solenoid Valve 2 Way Kuningan 1 inch 220VAC Female Drat Max 0-10Bar; No Brand; -; 1 pc","0","0","0","Tidak","-"
"P-53298-00","General - Solenoid Valve DP-10; Yoshitake; -; 1 pc","2","0","0","Tidak","F-1"
"P-54627-00","General - Solenoid Valve Welded EVR3 1/4 Inch; Danfoss; -; 1 pc","1","0","0","Tidak","D-2-10"
"P-52663-00","General - Solid State Relay (SSR) 3-32VDC 24-330VAC 40A; No Brand; -; 1 Pc","0","2","5","Tidak","-"
"O-51967-00","General - Solid State Relay 3-32 VDC - 330 VAC 25 A; Fotek; SSR 3-32; 1 Pc","9","0","0","Tidak","A-4-11B"
"O-54159-00","General - Spare actuator 625; DN 20 normally close (NC); Gemu; 9625 10M 11/N; 1 Pc","4","0","0","Tidak","S-3"
"O-20626-00","General - Spare Actuator for type 612 Size DN 10 - DN 20 (Seat Site MG 10); GEMU; 9612 10M 01TS; 1 Pc","4","0","0","Tidak","C-2-3"
"P-19354-00","General - Spare Actuator for Type 687 DN 25 NC, c/w : OPI 1300; Gemu; P/N : 9687 25Z 1F/N + 1300000Z13; 1 Unit","1","0","0","Tidak","L-4"
"O-20992-00","General - Spare Membrane diaphragm MA8 PTFE/EPDM; SED; 00210.190.508.51; 1 Pc","4","1","2","Tidak","C-1"
"O-21031-00","General - Spare Working Diaphragm EPDM DN 10-20mm Type 612,625; Gemu; 600 10M 17; 1 Pc","3","1","3","Tidak","-"
"P-20929-00","General - Spotcheck Developer; Magnaflux; SKD-S2; 400 ml/can","0","0","0","Tidak","-"
"P-20884-00","General - Spray Ball Tanko-S20 360Deg, BSP Thread 1/8inch; AWH; 711136; 1 pc","0","0","0","Tidak","-"
"O-20814-00","General - Spring Tekan Dia 2.5 x 15.5 x 71.3 mm, Mat. Steel; -; -; 1 Pc","20","0","0","Tidak","A-2-1C"
"O-20357-00","General - Stand Display Timbangan Weighing Booth 120x50x1140 mm;Custom/Lokal; -;","0","0","0","Tidak","-"
"P-18240-00","General - Stang Sealant; Tekiro; -; 1 Pc","0","0","0","Tidak","-"
"P-54518-00","General - Stop Kontak Panel Mounting 2Phase, 16A, 220V; Fort; CEE112; 1 pc","1","0","0","Tidak","-"
"P-54535-00","General - Stopper Din Rail 20mm; No Brand; -; 1 pc","25","0","0","Tidak","-"
"P-14956-00","General - Straight Union KQ2H06-00A; No Brand; -; 1 Pc","6","3","6","Tidak","-"
"P-20449-00","General - Supply Air Diffuser + OBD 200 x 200mm (8inch), Natural, Luar 33 x 33cm; No Brand; -; 1 pc","4","0","0","Tidak","-"
"O-52826-00","General - SV55 252072 6213 S.S+FKM I/O: NPT1/4 Inch Orifice:10mm Kv=2m3/h NC DC24V; BURKERT; EB14-00035; 1 Pc","0","1","2","Tidak","-"
"O-15718-00","General - SYNTHETIC FOOD GRADE; CRC; NSF H1; 1 Pc","3","4","6","Tidak","Flammable"
"P-20393-00","General - Tee Reducer PVC 2 1/2 x 3/4 inch; ; ;","1","0","0","Tidak","-"
"P-20236-00","General - Tee Reducer PVC 2 x 3/4inch; Rucika; -; 1 pc","3","0","0","Tidak","R-4-2"
"P-20640-00","General - Tee Tembaga 1/4inch; No Brand; -; 1 pc","0","0","0","Tidak","-"
"P-12881-00","General - Tee, PVC AW, 1 1/2"" x 1 1/2""; No Brand; -; 1 pcs","10","5","10","Tidak","-"
"P-10907-00","General - Tee, PVC AW, 2""; Rucika; -; 1 pcs","4","2","4","Tidak","-"
